micro_hab_data_tbl_id,location_table_id,transect_code,fish_data_id,date,count,species,fl_mm,dist_to_bottom,depth,focal_velocity,velocity,surface_turbidity,percent_fine_substrate,percent_sand_substrate,percent_small_gravel_substrate,percent_large_gravel_substrate,percent_cobble_substrate,percent_boulder_substrate,percent_no_cover_inchannel,percent_small_woody_cover_inchannel,percent_large_woody_cover_inchannel,percent_submerged_aquatic_veg_inchannel,percent_undercut_bank,percent_no_cover_overhead,percent_cover_half_meter_overhead,percent_cover_more_than_half_meter_overhead,channel_geomorphic_unit,date_format_raw
5990,177,24.3,,2002-03-20,0,,,,0.17,,0.57,0,0,0,30,40,30,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
5991,177,24.4,,2002-03-20,0,,,,0.26,,0.54,0,0,0,20,60,10,10,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
5992,178,0.1,,2002-03-20,0,,,,0.3,,0,0,0,100,0,0,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
5993,178,0.2,,2002-03-20,0,,,,0.67,,0.93,0,0,60,10,30,0,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
5994,178,0.3,,2002-03-20,0,,,,0.7,,1.45,0,0,0,0,20,70,10,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
5995,178,0.4,,2002-03-20,0,,,,0.74,,1.22,0,0,0,20,40,20,20,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
5996,178,3.1,,2002-03-20,0,,,,0.35,,0,0,0,90,10,0,0,0,90,0,0,10,0,40,10,50,pool,yyyy-mm-dd
5997,178,3.2,,2002-03-20,0,,,,0.6,,0.98,0,0,50,0,50,0,0,80,10,0,10,0,40,30,30,pool,yyyy-mm-dd
5998,178,3.3,,2002-03-20,0,,,,0.66,,1.53,0,0,0,10,40,50,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
5999,178,3.4,,2002-03-20,0,,,,0.74,,1.66,0,0,0,0,40,40,20,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6000,178,6.1,460,2002-03-20,1,steelhead trout (wild),25,0.050000001,0.29,0,0,0,0,80,10,10,0,0,80,0,0,10,10,90,10,0,pool,yyyy-mm-dd
6000,178,6.1,461,2002-03-20,20,chinook salmon,35,0.050000001,0.29,0,0,0,0,80,10,10,0,0,80,0,0,10,10,90,10,0,pool,yyyy-mm-dd
6000,178,6.1,462,2002-03-20,1,steelhead trout (wild),20,0.1,0.29,0,0,0,0,80,10,10,0,0,80,0,0,10,10,90,10,0,pool,yyyy-mm-dd
6000,178,6.1,463,2002-03-20,1,steelhead trout (wild),25,0.1,0.29,0,0,0,0,80,10,10,0,0,80,0,0,10,10,90,10,0,pool,yyyy-mm-dd
6000,178,6.1,464,2002-03-20,2,steelhead trout (wild),25,0.1,0.29,0,0,0,0,80,10,10,0,0,80,0,0,10,10,90,10,0,pool,yyyy-mm-dd
6000,178,6.1,465,2002-03-20,2,chinook salmon,35,0.1,0.29,0,0,0,0,80,10,10,0,0,80,0,0,10,10,90,10,0,pool,yyyy-mm-dd
6001,178,6.2,,2002-03-20,0,,,,0.57,,1,0,0,50,40,0,0,10,70,10,0,20,0,100,0,0,pool,yyyy-mm-dd
6002,178,6.3,,2002-03-20,0,,,,0.65,,1.7,0,0,0,10,80,10,0,85,0,0,15,0,100,0,0,pool,yyyy-mm-dd
6003,178,6.4,,2002-03-20,0,,,,0.7,,1.66,0,0,0,0,15,60,25,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
6004,178,9.1,466,2002-03-20,1,steelhead trout (wild),25,0.1,0.28,0,0.54,0,0,60,30,0,10,0,95,0,0,5,0,95,5,0,pool,yyyy-mm-dd
6004,178,9.1,467,2002-03-20,1,steelhead trout (wild),20,0.050000001,0.28,0,0.54,0,0,60,30,0,10,0,95,0,0,5,0,95,5,0,pool,yyyy-mm-dd
6005,178,9.2,,2002-03-20,0,,,,0.66,,1.53,0,0,0,35,35,10,20,85,0,0,15,0,100,0,0,pool,yyyy-mm-dd
6006,178,9.3,,2002-03-20,0,,,,0.7,,1.89,0,0,0,0,50,25,25,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6007,178,9.4,,2002-03-20,0,,,,0.7,,1.7,0,0,0,10,70,20,0,95,0,0,5,0,100,0,0,pool,yyyy-mm-dd
6008,178,12.1,,2002-03-20,0,,,,0.18,,0.54,0,0,50,25,25,0,0,90,0,0,0,10,90,10,0,pool,yyyy-mm-dd
6009,178,12.2,,2002-03-20,0,,,,0.42,,1.17,0,0,50,50,0,0,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
6010,178,12.3,,2002-03-20,0,,,,0.7,,1.61,0,0,0,25,50,25,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
6011,178,12.4,,2002-03-20,0,,,,0.73,,0.63,0,0,10,15,0,50,25,95,0,0,5,0,100,0,0,pool,yyyy-mm-dd
6012,178,15.1,475,2002-03-20,1,steelhead trout (wild),25,0.050000001,0.26,0,1.16,0,0,50,25,25,0,0,90,0,0,10,0,75,25,0,pool,yyyy-mm-dd
6013,178,15.2,,2002-03-20,0,,,,0.43,,1.63,0,0,50,25,25,0,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
6014,178,15.3,,2002-03-20,0,,,,0.66,,1.08,0,0,0,75,25,0,0,70,0,0,30,0,100,0,0,pool,yyyy-mm-dd
6015,178,15.4,,2002-03-20,0,,,,0.74,,1.88,0,0,0,25,30,20,25,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6016,178,18.1,468,2002-03-20,1,steelhead trout (wild),25,0.1,0.21,0,0.46,0,0,60,20,10,10,0,95,0,0,5,0,90,10,0,pool,yyyy-mm-dd
6016,178,18.1,469,2002-03-20,5,chinook salmon,40,0.1,0.21,0,0.46,0,0,60,20,10,10,0,95,0,0,5,0,90,10,0,pool,yyyy-mm-dd
6017,178,18.2,,2002-03-20,0,,,,0.38,,1.01,0,0,75,20,5,0,0,85,0,0,15,0,100,0,0,pool,yyyy-mm-dd
6018,178,18.3,,2002-03-20,0,,,,0.62,,1.64,0,0,25,50,25,0,0,65,0,0,35,0,100,0,0,pool,yyyy-mm-dd
6019,178,18.4,,2002-03-20,0,,,,0.72,,1.81,0,0,0,50,25,25,0,95,0,0,5,0,100,0,0,pool,yyyy-mm-dd
6020,178,21.1,470,2002-03-20,1,steelhead trout (wild),25,0.050000001,0.18,0,0.28,0,0,60,25,5,10,0,100,0,0,0,0,95,5,0,pool,yyyy-mm-dd
6020,178,21.1,471,2002-03-20,3,chinook salmon,35,0.1,0.18,0,0.28,0,0,60,25,5,10,0,100,0,0,0,0,95,5,0,pool,yyyy-mm-dd
6020,178,21.1,472,2002-03-20,100,chinook salmon,40,0.30000001,0.18,0.75999999,0.28,0,0,60,25,5,10,0,100,0,0,0,0,95,5,0,pool,yyyy-mm-dd
6021,178,21.2,,2002-03-20,0,,,,0.52,,0.71,0,0,25,50,25,0,0,65,0,0,35,0,100,0,0,pool,yyyy-mm-dd
6022,178,21.3,,2002-03-20,0,,,,0.68,,1.44,0,0,0,60,30,10,0,75,25,0,0,0,100,0,0,pool,yyyy-mm-dd
6023,178,21.4,,2002-03-20,0,,,,0.74,,1.69,0,0,0,40,30,30,0,85,0,0,15,0,100,0,0,pool,yyyy-mm-dd
6024,178,24.1,473,2002-03-20,1,steelhead trout (wild),20,0.050000001,0.16,0,0.4,0,0,75,20,0,5,0,80,20,0,0,0,100,0,0,pool,yyyy-mm-dd
6024,178,24.1,474,2002-03-20,5,chinook salmon,35,0.050000001,0.16,0,0.4,0,0,75,20,0,5,0,80,20,0,0,0,100,0,0,pool,yyyy-mm-dd
6025,178,24.2,,2002-03-20,0,,,,0.4,,0.98,0,0,80,20,0,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
6026,178,24.3,,2002-03-20,0,,,,0.66,,1.24,0,0,60,20,20,0,0,75,0,0,25,0,100,0,0,pool,yyyy-mm-dd
6027,178,24.4,,2002-03-20,0,,,,0.73,,1.02,0,0,75,20,5,0,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
6028,179,0.1,,2002-03-20,0,,,,0.17,,0,0,10,0,0,80,10,0,30,10,0,60,0,60,0,40,backwater,yyyy-mm-dd
6029,179,0.2,,2002-03-20,0,,,,0.25,,0,0,0,0,90,10,0,0,30,10,0,60,0,100,0,0,pool,yyyy-mm-dd
6030,179,0.3,,2002-03-20,0,,,,0.3,,0,0,30,0,60,10,0,0,20,40,0,40,0,100,0,0,pool,yyyy-mm-dd
6031,179,0.4,,2002-03-20,0,,,,0.4,,0,0,0,0,60,40,0,0,80,10,0,10,0,100,0,0,pool,yyyy-mm-dd
6032,179,3.1,,2002-03-20,0,,,,0.18,,0,0,100,0,0,0,0,0,40,0,0,60,0,50,10,40,backwater,yyyy-mm-dd
6033,179,3.2,,2002-03-20,0,,,,0.4,,0,0,100,0,0,0,0,0,20,0,0,80,0,100,0,0,pool,yyyy-mm-dd
6034,179,3.3,,2002-03-20,0,,,,0.5,,0,0,10,0,30,60,0,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
6035,179,3.4,,2002-03-20,0,,,,0.5,,0,0,0,0,40,60,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6036,179,6.1,,2002-03-20,0,,,,0.11,,1.01,0,0,0,40,40,20,0,65,10,0,25,0,50,0,50,glide,yyyy-mm-dd
6037,179,6.2,,2002-03-20,0,,,,0.22,,0,0,0,0,35,30,35,0,55,10,0,35,0,90,0,10,pool,yyyy-mm-dd
6038,179,6.3,,2002-03-20,0,,,,0.33,,0,0,0,0,30,50,0,20,50,35,0,15,0,100,0,0,pool,yyyy-mm-dd
6039,179,6.4,,2002-03-20,0,,,,0.35,,0,0,0,0,0,60,25,15,15,75,0,10,0,100,0,0,pool,yyyy-mm-dd
6040,179,9.1,480,2002-03-20,1,chinook salmon,35,0.050000001,0.19,0,0,0,15,0,30,40,15,0,60,0,0,40,0,90,0,10,pool,yyyy-mm-dd
6041,179,9.2,,2002-03-20,0,,,,0.41,,0,0,100,0,0,0,0,0,50,0,0,50,0,100,0,0,pool,yyyy-mm-dd
6042,179,9.3,,2002-03-20,0,,,,0.49,,0.4,0,100,0,0,0,0,0,40,10,0,50,0,100,0,0,pool,yyyy-mm-dd
6043,179,9.4,,2002-03-20,0,,,,0.48,,0.73,0,0,0,50,40,10,0,65,10,0,25,0,100,0,0,glide,yyyy-mm-dd
6044,179,12.1,,2002-03-20,0,,,,0.2,,0,0,100,0,0,0,0,0,10,15,0,75,0,20,0,80,pool,yyyy-mm-dd
6045,179,12.2,,2002-03-20,0,,,,0.3,,0.7,0,0,0,20,60,20,0,60,10,0,30,0,85,0,15,pool,yyyy-mm-dd
6046,179,12.3,,2002-03-20,0,,,,0.35,,0.59,0,0,0,10,90,0,0,90,0,0,10,0,100,0,0,glide,yyyy-mm-dd
6047,179,12.4,476,2002-03-20,5,chinook salmon,45,0.2,0.42,0,1.17,0,0,0,15,30,40,15,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6048,179,15.1,477,2002-03-20,20,chinook salmon,40,0.050000001,0.14,0,0,0,0,0,40,50,10,0,80,10,0,10,0,85,0,15,pool,yyyy-mm-dd
6049,179,15.2,,2002-03-20,0,,,,0.26,,0.56,0,0,0,20,80,0,0,60,20,0,20,0,100,0,0,pool,yyyy-mm-dd
6050,179,15.3,,2002-03-20,0,,,,0.3,,0.75,0,0,0,20,50,30,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6051,179,15.4,,2002-03-20,0,,,,0.43,,1.19,0,0,0,15,35,50,0,90,10,0,0,0,100,0,0,glide,yyyy-mm-dd
6052,179,18.1,,2002-03-20,0,,,,0.1,,0,0,0,0,50,20,20,10,30,40,0,30,0,80,20,0,pool,yyyy-mm-dd
6053,179,18.2,,2002-03-20,0,,,,0.3,,0,0,100,0,0,0,0,0,85,15,0,0,0,100,0,0,pool,yyyy-mm-dd
6054,179,18.3,,2002-03-20,0,,,,0.4,,0,0,100,0,0,0,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6055,179,18.4,478,2002-03-20,20,chinook salmon,50,0.2,0.47,0.38999999,0.6,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6056,179,21.1,,2002-03-20,0,,,,0.5,,0,0,0,0,60,30,0,10,15,0,0,85,0,100,0,0,pool,yyyy-mm-dd
6057,179,21.2,,2002-03-20,0,,,,0.16,,0,0,0,0,30,30,20,20,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
6058,179,21.3,,2002-03-20,0,,,,0.15,,1.37,0,0,0,30,30,40,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6059,179,21.4,,2002-03-20,0,,,,0.18,,1.33,10,0,0,20,40,30,10,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6060,179,24.1,,2002-03-20,0,,,,0.17,,0,0,50,0,50,0,0,0,50,0,0,50,0,90,10,0,backwater,yyyy-mm-dd
6061,179,24.2,,2002-03-20,0,,,,0.2,,0,0,0,0,60,30,10,0,30,10,0,60,0,100,0,0,pool,yyyy-mm-dd
6062,179,24.3,479,2002-03-20,400,chinook salmon,45,0.050000001,0.27,0,0.99,0,0,0,30,60,10,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6063,179,24.4,,2002-03-20,0,,,,0.27,,1.1,10,0,0,0,90,10,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6064,180,0.1,,2002-03-21,0,,,,0.14,,0,0,75,0,10,0,15,0,65,15,0,20,0,100,0,0,pool,yyyy-mm-dd
6065,180,0.2,,2002-03-21,0,,,,0.2,,0,0,50,0,0,0,50,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
6066,180,0.3,,2002-03-21,0,,,,0.3,,0.2,0,60,0,0,0,40,0,65,0,0,35,0,100,0,0,pool,yyyy-mm-dd
6067,180,0.4,,2002-03-21,0,,,,0.32,,0,0,30,0,0,0,60,10,20,40,0,40,0,100,0,0,pool,yyyy-mm-dd
6068,180,3.1,,2002-03-21,0,,,,0.2,,0,0,40,0,30,30,0,0,75,0,0,25,0,90,10,0,pool,yyyy-mm-dd
6069,180,3.2,,2002-03-21,0,,,,0.25,,0,0,40,0,0,40,20,0,20,30,0,50,0,100,0,0,pool,yyyy-mm-dd
6070,180,3.3,,2002-03-21,0,,,,0.33,,0.31,0,0,0,10,50,40,0,80,10,0,10,0,100,0,0,pool,yyyy-mm-dd
6071,180,3.4,,2002-03-21,0,,,,0.32,,0.37,0,0,0,20,30,50,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
6072,180,6.1,,2002-03-21,0,,,,0.24,,0,0,20,0,40,40,0,0,60,10,0,30,0,80,20,0,pool,yyyy-mm-dd
6073,180,6.2,,2002-03-21,0,,,,0.32,,0,0,0,0,50,25,25,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6074,180,6.3,,2002-03-21,0,,,,0.37,,0.37,0,0,0,30,30,40,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
6075,180,6.4,,2002-03-21,0,,,,0.4,,0.35,0,0,0,30,40,30,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6076,180,9.1,,2002-03-21,0,,,,0.23,,0,0,0,0,50,30,20,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
6077,180,9.2,,2002-03-21,0,,,,0.3,,0.39,0,0,0,30,40,30,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6078,180,9.3,,2002-03-21,0,,,,0.37,,0.31,0,0,0,30,0,70,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6079,180,9.4,,2002-03-21,0,,,,0.4,,0.32,0,0,0,30,30,20,20,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6080,180,12.1,,2002-03-21,0,,,,0.2,,0.39,0,10,0,0,50,20,20,70,10,0,20,0,90,10,0,pool,yyyy-mm-dd
6081,180,12.2,,2002-03-21,0,,,,0.24,,0,0,0,0,30,30,40,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6082,180,12.3,,2002-03-21,0,,,,0.34,,0.26,0,0,0,30,40,30,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6083,180,12.4,,2002-03-21,0,,,,0.4,,0.16,0,0,0,40,30,30,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6084,180,15.1,,2002-03-21,0,,,,0.26,,0.13,0,20,0,30,0,50,0,70,10,0,20,0,100,0,0,pool,yyyy-mm-dd
6085,180,15.2,,2002-03-21,0,,,,0.3,,0.12,0,0,0,20,30,50,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6086,180,15.3,,2002-03-21,0,,,,0.4,,0.33,0,0,0,0,50,50,0,90,10,0,0,0,100,0,0,pool,yyyy-mm-dd
6087,180,15.4,,2002-03-21,0,,,,0.42,,0.26,0,0,0,30,0,70,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
6088,180,18.1,,2002-03-21,0,,,,0.19,,0,0,30,0,30,10,30,0,80,10,0,10,0,100,0,0,pool,yyyy-mm-dd
6089,180,18.2,,2002-03-21,0,,,,0.27,,0,0,50,0,0,10,40,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
6090,180,18.3,,2002-03-21,0,,,,0.32,,0.87,0,0,0,0,30,70,0,90,10,0,0,0,100,0,0,pool,yyyy-mm-dd
6091,180,18.4,,2002-03-21,0,,,,0.24,,0.21,0,0,0,25,0,50,25,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
6092,180,21.1,,2002-03-21,0,,,,0.1,,0,0,50,0,30,20,0,0,60,30,0,10,0,100,0,0,pool,yyyy-mm-dd
6093,180,21.2,,2002-03-21,0,,,,0.24,,0,0,40,30,30,0,0,0,60,30,0,10,0,100,0,0,pool,yyyy-mm-dd
6094,180,21.3,,2002-03-21,0,,,,0.34,,0,0,15,50,0,0,15,20,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
6095,180,21.4,,2002-03-21,0,,,,0.4,,0.45,0,0,0,30,30,40,0,90,0,0,10,0,90,10,0,pool,yyyy-mm-dd
6096,180,24.1,,2002-03-21,0,,,,0.1,,0,0,60,0,0,40,0,0,80,10,0,10,0,90,10,0,pool,yyyy-mm-dd
6097,180,24.2,,2002-03-21,0,,,,0.24,,0,0,50,0,0,30,20,0,70,30,0,0,0,100,0,0,pool,yyyy-mm-dd
6098,180,24.3,481,2002-03-21,75,chinook salmon,35,4,0.27,0,0.12,0,60,0,0,0,40,0,80,20,0,0,0,100,0,0,pool,yyyy-mm-dd
6099,180,24.4,,2002-03-21,0,,,,0.38,,0.68,0,10,0,10,30,50,0,80,10,0,10,0,100,0,0,pool,yyyy-mm-dd
6100,181,0.1,,2002-03-21,0,,,,0.24,,1.41,10,0,0,0,50,40,10,90,0,0,0,10,90,10,0,glide,yyyy-mm-dd
6101,181,0.2,,2002-03-21,0,,,,0.24,,1.7,10,0,0,0,10,50,40,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6102,181,0.3,,2002-03-21,0,,,,0.24,,1.06,10,0,0,0,40,30,30,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6103,181,0.4,,2002-03-21,0,,,,0.22,,0.68,10,0,0,0,70,20,10,90,0,0,10,0,100,0,0,glide,yyyy-mm-dd
6104,181,3.1,,2002-03-21,0,,,,0.1,,0,0,0,0,0,80,20,0,70,0,0,30,0,100,0,0,backwater,yyyy-mm-dd
6105,181,3.2,,2002-03-21,0,,,,0.2,,0.65,0,0,0,0,10,10,80,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6106,181,3.3,,2002-03-21,0,,,,0.24,,1.17,10,0,0,0,20,80,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6107,181,3.4,,2002-03-21,0,,,,0.24,,1.23,10,0,0,0,10,70,20,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6108,181,6.1,483,2002-03-21,1,steelhead trout (wild),25,0.050000001,0.1,0,0,0,0,0,10,20,30,40,80,0,0,20,0,80,20,0,glide,yyyy-mm-dd
6109,181,6.2,,2002-03-21,0,,,,0.2,,0.65,10,0,0,0,50,10,40,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6110,181,6.3,,2002-03-21,0,,,,0.22,,0.9,10,0,0,10,20,70,0,90,0,0,10,0,100,0,0,glide,yyyy-mm-dd
6111,181,6.4,,2002-03-21,0,,,,0.18,,1.07,10,0,20,0,60,20,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6112,181,9.1,484,2002-03-21,1,steelhead trout (wild),25,0.050000001,0.12,0,0,10,70,0,0,30,0,0,30,70,0,0,0,30,70,0,glide,yyyy-mm-dd
6113,181,9.2,,2002-03-21,0,,,,0.14,,0.86,10,0,0,30,40,20,10,90,0,0,10,0,100,0,0,glide,yyyy-mm-dd
6114,181,9.3,,2002-03-21,0,,,,0.16,,1.1,10,0,0,0,90,10,0,90,0,0,10,0,100,0,0,glide,yyyy-mm-dd
6115,181,9.4,,2002-03-21,0,,,,0.18,,0.96,10,0,0,0,70,30,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6116,181,12.1,485,2002-03-21,10,chinook salmon,35,0.1,0.14,0.58999997,0.34,10,0,0,0,20,40,40,30,40,0,30,0,70,30,0,glide,yyyy-mm-dd
6116,181,12.1,486,2002-03-21,2,steelhead trout (wild),25,0.1,0.14,0.58999997,0.34,10,0,0,0,20,40,40,30,40,0,30,0,70,30,0,glide,yyyy-mm-dd
6116,181,12.1,487,2002-03-21,1,steelhead trout (wild),30,0.1,0.14,0.58999997,0.34,10,0,0,0,20,40,40,30,40,0,30,0,70,30,0,glide,yyyy-mm-dd
6116,181,12.1,488,2002-03-21,2,steelhead trout (wild),25,0.050000001,0.14,0.34999999,0.34,10,0,0,0,20,40,40,30,40,0,30,0,70,30,0,glide,yyyy-mm-dd
6117,181,12.2,,2002-03-21,0,,,,0.18,,1.15,10,0,0,10,80,10,0,90,0,0,10,0,100,0,0,glide,yyyy-mm-dd
6118,181,12.3,,2002-03-21,0,,,,0.2,,0.82,10,0,0,50,0,10,40,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6119,181,12.4,,2002-03-21,0,,,,0.16,,1.32,10,0,0,0,100,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6120,181,15.1,491,2002-03-21,1,steelhead trout (wild),25,0.029999999,0.12,0,0,10,20,0,0,0,80,0,90,10,0,0,0,90,10,0,glide,yyyy-mm-dd
6121,181,15.2,490,2002-03-21,5,chinook salmon,40,0.1,0.12,0.67000002,0.64,10,0,0,20,20,60,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6122,181,15.3,489,2002-03-21,20,chinook salmon,40,0.1,0.14,0.94999999,0.8,10,0,20,20,60,0,0,90,0,0,10,0,100,0,0,glide,yyyy-mm-dd
6123,181,15.4,,2002-03-21,0,,,,0.2,,0.79,10,20,10,20,40,0,10,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6124,181,18.1,,2002-03-21,0,,,,0.06,,0,0,50,0,10,0,40,0,50,0,0,50,0,50,50,0,glide,yyyy-mm-dd
6125,181,18.2,,2002-03-21,0,,,,0.11,,0,0,30,0,0,50,20,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6126,181,18.3,,2002-03-21,0,,,,0.18,,0.35,10,0,0,20,30,50,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6127,181,18.4,,2002-03-21,0,,,,0.31,,1,10,0,0,0,0,30,70,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6128,181,21.1,,2002-03-21,0,,,,0.08,,0,0,50,0,0,0,30,20,70,0,0,30,0,70,30,0,glide,yyyy-mm-dd
6129,181,21.2,,2002-03-21,0,,,,0.18,,0.44,10,0,0,30,30,20,20,60,20,0,20,0,100,0,0,glide,yyyy-mm-dd
6130,181,21.3,,2002-03-21,0,,,,0.2,,1.3,10,0,0,20,20,60,0,80,0,0,20,0,100,0,0,glide,yyyy-mm-dd
6131,181,21.4,,2002-03-21,0,,,,0.2,,1.03,10,0,0,20,70,0,10,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6132,181,24.1,,2002-03-21,0,,,,0.16,,0,0,70,0,0,0,10,20,90,0,10,0,0,100,0,0,glide,yyyy-mm-dd
6133,181,24.2,,2002-03-21,0,,,,0.17,,0.39,0,0,10,0,10,40,40,90,0,0,10,0,100,0,0,glide,yyyy-mm-dd
6134,181,24.3,,2002-03-21,0,,,,0.14,,1.16,10,0,0,0,30,60,10,90,0,0,10,0,100,0,0,glide,yyyy-mm-dd
6135,181,24.4,,2002-03-21,0,,,,0.12,,0.41,10,0,0,0,50,20,30,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
6136,182,0.1,,2002-07-18,0,,,,0.07,,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,,yyyy-mm-dd
6137,182,0.2,,2002-07-18,0,,,,0.12,,0,0,0,0,100,0,0,0,90,0,0,10,0,100,0,0,,yyyy-mm-dd
6138,182,0.3,,2002-07-18,0,,,,0.22,,0,0,0,0,100,0,0,0,90,0,0,10,0,100,0,0,,yyyy-mm-dd
6139,182,0.4,,2002-07-18,0,,,,0.28,,0,0,0,0,100,0,0,0,90,0,0,10,0,100,0,0,,yyyy-mm-dd
6140,182,3.1,,2002-07-18,0,,,,0.07,,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,,yyyy-mm-dd
6141,182,3.2,,2002-07-18,0,,,,0.16,,0,0,0,0,100,0,0,0,90,0,0,10,0,100,0,0,,yyyy-mm-dd
6142,182,3.3,,2002-07-18,0,,,,0.23,,0,0,0,0,100,0,0,0,90,0,0,10,0,100,0,0,,yyyy-mm-dd
6143,182,3.4,,2002-07-18,0,,,,0.31,,0,0,0,0,100,0,0,0,90,0,0,10,0,100,0,0,,yyyy-mm-dd
6144,182,6.1,,2002-07-18,0,,,,0.07,,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,,yyyy-mm-dd
6145,182,6.2,,2002-07-18,0,,,,0.17,,0,0,0,0,100,0,0,0,90,0,0,10,0,100,0,0,,yyyy-mm-dd
6146,182,6.3,,2002-07-18,0,,,,0.28,,0,0,0,0,100,0,0,0,85,0,0,15,0,90,10,0,,yyyy-mm-dd
6147,182,6.4,,2002-07-18,0,,,,0.38,,0,0,0,0,100,0,0,0,85,0,0,15,0,100,0,0,,yyyy-mm-dd
6148,182,9.1,,2002-07-18,0,,,,0.1,,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,,yyyy-mm-dd
6149,182,9.2,,2002-07-18,0,,,,0.21,,0,0,0,0,100,0,0,0,90,0,0,10,0,100,0,0,,yyyy-mm-dd
6150,182,9.3,,2002-07-18,0,,,,0.33,,0,0,0,0,100,0,0,0,60,0,0,40,0,90,10,0,,yyyy-mm-dd
6151,182,9.4,,2002-07-18,0,,,,0.42,,0,0,0,0,100,0,0,0,40,0,0,60,0,80,20,0,,yyyy-mm-dd
6152,182,12.1,,2002-07-18,0,,,,0.07,,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,,yyyy-mm-dd
6153,182,12.2,,2002-07-18,0,,,,0.2,,0,0,0,0,100,0,0,0,90,0,0,10,0,100,0,0,,yyyy-mm-dd
6154,182,12.3,,2002-07-18,0,,,,0.32,,0,0,0,0,100,0,0,0,60,0,0,40,0,90,10,0,,yyyy-mm-dd
6155,182,12.4,,2002-07-18,0,,,,0.36,,0,0,0,0,100,0,0,0,40,0,0,60,0,80,20,0,,yyyy-mm-dd
