micro_hab_data_tbl_id,location_table_id,transect_code,fish_data_id,date,count,species,fl_mm,dist_to_bottom,depth,focal_velocity,velocity,surface_turbidity,percent_fine_substrate,percent_sand_substrate,percent_small_gravel_substrate,percent_large_gravel_substrate,percent_cobble_substrate,percent_boulder_substrate,percent_no_cover_inchannel,percent_small_woody_cover_inchannel,percent_large_woody_cover_inchannel,percent_submerged_aquatic_veg_inchannel,percent_undercut_bank,percent_no_cover_overhead,percent_cover_half_meter_overhead,percent_cover_more_than_half_meter_overhead,channel_geomorphic_unit
5151,155,9.3,NA,2002-06-20,0,NA,NA,NA,0.27,NA,0.45,0,0,50,40,10,0,0,80,0,0,20,0,100,0,0,glide
5152,155,9.4,NA,2002-06-20,0,NA,NA,NA,0.24,NA,1.12,0,0,10,70,20,0,0,80,0,0,20,0,100,0,0,glide
5153,155,12.1,NA,2002-06-20,0,NA,NA,NA,0.1,NA,0,0,0,0,60,40,0,0,70,0,0,30,0,90,10,0,glide
5154,155,12.2,NA,2002-06-20,0,NA,NA,NA,0.12,NA,0,0,0,0,50,50,0,0,80,0,0,20,0,80,20,0,glide
5155,155,12.3,NA,2002-06-20,0,NA,NA,NA,0.23,NA,0,0,0,0,70,30,0,0,80,0,0,20,0,100,0,0,glide
5156,155,12.4,NA,2002-06-20,0,NA,NA,NA,0.4,NA,1.05,0,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
5157,155,15.1,NA,2002-06-20,0,NA,NA,NA,0.3,NA,0,0,0,0,70,30,0,0,20,0,0,80,0,90,10,0,glide
5158,155,15.2,NA,2002-06-20,0,NA,NA,NA,0.13,NA,0,0,0,0,70,30,0,0,20,0,0,80,0,100,0,0,glide
5159,155,15.3,NA,2002-06-20,0,NA,NA,NA,0.22,NA,0,0,0,0,80,20,0,0,20,0,0,80,0,100,0,0,glide
5160,155,15.4,NA,2002-06-20,0,NA,NA,NA,0.3,NA,0.9,0,0,0,80,20,0,0,50,0,0,50,0,100,0,0,glide
5161,155,18.1,NA,2002-06-20,0,NA,NA,NA,0.01,NA,0,0,0,0,70,30,0,0,20,0,0,80,0,50,50,0,glide
5162,155,18.2,NA,2002-06-20,0,NA,NA,NA,0.15,NA,0,0,0,0,70,30,0,0,10,0,0,90,0,100,0,0,glide
5163,155,18.3,NA,2002-06-20,0,NA,NA,NA,0.39,NA,0.16,0,0,0,40,60,0,0,60,0,0,40,0,100,0,0,glide
5164,155,18.4,NA,2002-06-20,0,NA,NA,NA,0.44,NA,1.49,0,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
5165,155,21.1,NA,2002-06-20,0,NA,NA,NA,0.01,NA,0,0,0,0,70,30,0,0,50,0,0,50,0,80,20,0,glide
5166,155,21.2,NA,2002-06-20,0,NA,NA,NA,0.1,NA,0,0,0,0,50,50,0,0,60,0,0,40,0,100,0,0,glide
5167,155,21.3,NA,2002-06-20,0,NA,NA,NA,0.31,NA,0.09,0,0,0,50,50,0,0,50,0,0,50,0,100,0,0,glide
5168,155,21.4,NA,2002-06-20,0,NA,NA,NA,0.4,NA,1.63,0,0,0,70,30,0,0,100,0,0,0,0,100,0,0,glide
5169,155,24.1,NA,2002-06-20,0,NA,NA,NA,0.06,NA,0,0,0,20,20,60,0,0,50,0,0,50,0,70,30,0,glide
5170,155,24.2,NA,2002-06-20,0,NA,NA,NA,0.16,NA,0,0,0,0,70,30,0,0,20,0,0,80,0,80,20,0,glide
5171,155,24.3,NA,2002-06-20,0,NA,NA,NA,0.3,NA,0.16,0,0,0,70,30,0,0,50,0,0,50,0,100,0,0,glide
5172,155,24.4,NA,2002-06-20,0,NA,NA,NA,0.39,NA,1.34,0,0,0,60,40,0,0,100,0,0,0,0,100,0,0,glide
5173,156,0.1,NA,2002-06-19,0,NA,NA,NA,0.12,NA,0,0,0,0,20,40,40,0,70,0,0,30,0,100,0,0,glide
5174,156,0.2,NA,2002-06-19,0,NA,NA,NA,0.24,NA,0,0,0,0,30,30,40,0,70,0,0,30,0,100,0,0,glide
5175,156,0.3,NA,2002-06-19,0,NA,NA,NA,0.42,NA,0,0,0,0,30,30,40,0,60,0,0,40,0,100,0,0,glide
5176,156,0.4,NA,2002-06-19,0,NA,NA,NA,0.56,NA,0,0,0,0,60,0,40,0,90,0,0,10,0,100,0,0,glide
5177,156,3.1,NA,2002-06-19,0,NA,NA,NA,0.08,NA,0,0,0,0,0,75,25,0,75,0,0,25,0,100,0,0,glide
5178,156,3.2,NA,2002-06-19,0,NA,NA,NA,0.2,NA,0,0,0,0,0,100,0,0,70,0,0,30,0,100,0,0,glide
5179,156,3.3,NA,2002-06-19,0,NA,NA,NA,0.39,NA,0,0,0,0,0,100,0,0,75,0,0,25,0,100,0,0,glide
5180,156,3.4,NA,2002-06-19,0,NA,NA,NA,0.6,NA,0,0,0,0,25,75,0,0,100,0,0,0,0,100,0,0,glide
5181,156,6.1,NA,2002-06-19,0,NA,NA,NA,0.05,NA,0,0,0,0,0,80,20,0,100,0,0,0,0,100,0,0,glide
5182,156,6.2,NA,2002-06-19,0,NA,NA,NA,0.14,NA,0,0,0,0,10,90,0,0,85,0,0,15,0,100,0,0,glide
5183,156,6.3,NA,2002-06-19,0,NA,NA,NA,0.24,NA,0,0,0,0,10,65,25,0,85,0,0,15,0,100,0,0,glide
5184,156,6.4,NA,2002-06-19,0,NA,NA,NA,0.43,NA,0,0,0,0,0,90,10,0,75,0,0,25,0,100,0,0,glide
5185,156,9.1,NA,2002-06-19,0,NA,NA,NA,0.04,NA,0,0,0,20,0,80,0,0,90,0,0,10,0,100,0,0,glide
5187,156,9.2,NA,2002-06-19,0,NA,NA,NA,0.16,NA,0,0,0,0,10,90,0,0,90,0,0,10,0,100,0,0,glide
5188,156,9.3,NA,2002-06-19,0,NA,NA,NA,0.33,NA,0,0,0,0,0,75,25,0,80,0,0,20,0,100,0,0,glide
5189,156,9.4,NA,2002-06-19,0,NA,NA,NA,0.46,NA,0,0,0,0,0,100,0,0,70,0,0,30,0,100,0,0,glide
5190,156,12.1,NA,2002-06-19,0,NA,NA,NA,0.03,NA,0,0,0,0,0,90,10,0,100,0,0,0,0,100,0,0,glide
5191,156,12.2,NA,2002-06-19,0,NA,NA,NA,0.16,NA,0,0,0,0,0,90,10,0,65,0,0,35,0,100,0,0,glide
5193,156,12.3,NA,2002-06-19,0,NA,NA,NA,0.31,NA,0,0,0,0,0,100,0,0,75,0,0,25,0,100,0,0,glide
5194,156,12.4,NA,2002-06-19,0,NA,NA,NA,0.5,NA,0,0,0,0,10,50,40,0,100,0,0,0,0,100,0,0,glide
5195,156,15.1,NA,2002-06-19,0,NA,NA,NA,0.07,NA,0,0,0,0,10,80,10,0,55,0,0,45,0,100,0,0,glide
5196,156,15.2,NA,2002-06-19,0,NA,NA,NA,0.14,NA,0,0,0,0,50,25,25,0,80,0,0,20,0,100,0,0,glide
5197,156,15.3,NA,2002-06-19,0,NA,NA,NA,0.22,NA,0,0,0,0,30,40,30,0,75,0,0,25,0,100,0,0,glide
5198,156,15.4,NA,2002-06-19,0,NA,NA,NA,0.38,NA,0,0,0,0,20,80,0,0,50,0,0,50,0,100,0,0,glide
5199,156,18.1,NA,2002-06-19,0,NA,NA,NA,0.05,NA,0,0,0,0,10,90,0,0,90,0,0,10,0,100,0,0,glide
5200,156,18.2,NA,2002-06-19,0,NA,NA,NA,0.08,NA,0,0,0,0,10,90,0,0,90,0,0,10,0,100,0,0,glide
5201,156,18.3,NA,2002-06-19,0,NA,NA,NA,0.2,NA,0,0,0,0,50,50,0,0,85,0,0,15,0,100,0,0,glide
5202,156,18.4,NA,2002-06-19,0,NA,NA,NA,0.32,NA,0,0,0,0,0,75,0,25,40,0,0,60,0,100,0,0,glide
5204,156,21.1,NA,2002-06-19,0,NA,NA,NA,0.06,NA,0,0,0,0,90,10,0,0,90,0,0,10,0,100,0,0,glide
5205,156,21.2,NA,2002-06-19,0,NA,NA,NA,0.16,NA,0,0,0,0,50,50,0,0,85,0,0,15,0,100,0,0,glide
5206,156,21.3,NA,2002-06-19,0,NA,NA,NA,0.19,NA,0,0,0,0,10,90,0,0,75,0,0,25,0,100,0,0,glide
5207,156,21.4,NA,2002-06-19,0,NA,NA,NA,0.3,NA,0,0,0,0,0,100,0,0,50,0,0,50,0,100,0,0,glide
5208,156,24.1,NA,2002-06-19,0,NA,NA,NA,0.06,NA,0,0,0,0,50,50,0,0,75,0,0,25,0,100,0,0,glide
5209,156,24.2,NA,2002-06-19,0,NA,NA,NA,0.12,NA,0,0,0,0,90,10,0,0,80,0,0,20,0,100,0,0,glide
5210,156,24.3,NA,2002-06-19,0,NA,NA,NA,0.22,NA,0,0,0,0,10,90,0,0,50,0,0,50,0,100,0,0,glide
5211,156,24.4,NA,2002-06-19,0,NA,NA,NA,0.28,NA,0,0,0,0,10,90,0,0,50,0,0,50,0,80,20,0,glide
5212,157,0.1,NA,2002-06-19,0,NA,NA,NA,0.32,NA,0,0,0,0,0,40,30,30,90,10,0,0,0,55,45,0,glide
5213,157,0.2,NA,2002-06-19,0,NA,NA,NA,0.54,NA,0,0,0,20,0,50,0,30,100,0,0,0,0,100,0,0,glide
5214,157,0.3,NA,2002-06-19,0,NA,NA,NA,0.7,NA,0,0,0,0,0,75,25,0,50,0,0,50,0,100,0,0,glide
5215,157,0.4,NA,2002-06-19,0,NA,NA,NA,0.92,NA,0,0,0,0,0,100,0,0,10,0,0,90,0,100,0,0,glide
5216,157,3.1,NA,2002-06-19,0,NA,NA,NA,0.12,NA,0,0,0,0,0,10,90,0,90,0,0,10,0,100,0,0,glide
5217,157,3.2,NA,2002-06-19,0,NA,NA,NA,0.56,NA,0,0,0,0,0,0,80,20,100,0,0,0,0,100,0,0,NA
5218,157,3.3,NA,2002-06-19,0,NA,NA,NA,0.75,NA,0,0,0,0,0,20,60,20,100,0,0,0,0,100,0,0,glide
5219,157,3.4,NA,2002-06-19,0,NA,NA,NA,0.9,NA,0,0,0,0,0,0,80,20,30,0,0,70,0,100,0,0,glide
5220,157,6.1,NA,2002-06-19,0,NA,NA,NA,0.28,NA,0,0,0,0,0,60,20,20,40,0,0,60,0,100,0,0,glide
5221,157,6.2,NA,2002-06-19,0,NA,NA,NA,0.44,NA,0,0,0,0,20,50,30,0,80,0,0,20,0,100,0,0,glide
5222,157,6.3,NA,2002-06-19,0,NA,NA,NA,0.62,NA,0,0,0,0,30,50,20,0,60,0,0,40,0,100,0,0,glide
5223,157,6.4,NA,2002-06-19,0,NA,NA,NA,0.87,NA,0,0,0,0,40,0,60,0,20,0,0,80,0,100,0,0,glide
5224,157,9.1,NA,2002-06-19,0,NA,NA,NA,0.44,NA,0,0,0,0,10,30,60,0,30,0,0,70,0,40,0,60,glide
5225,157,9.2,NA,2002-06-19,0,NA,NA,NA,0.69,NA,0,0,0,0,0,60,20,20,60,0,0,40,0,100,0,0,glide
5226,157,9.3,NA,2002-06-19,0,NA,NA,NA,0.8,NA,0,0,0,0,40,60,0,0,10,0,0,90,0,100,0,0,glide
5227,157,9.4,NA,2002-06-19,0,NA,NA,NA,0.84,NA,0,0,0,0,0,80,20,0,0,0,0,100,0,100,0,0,glide
5228,157,12.1,NA,2002-06-19,0,NA,NA,NA,0.42,NA,0,0,0,0,0,40,40,20,60,10,0,30,0,75,25,0,glide
5229,157,12.2,NA,2002-06-19,0,NA,NA,NA,0.72,NA,0,0,0,0,30,70,0,0,50,0,0,50,0,80,0,20,glide
5230,157,12.3,NA,2002-06-19,0,NA,NA,NA,0.82,NA,0,0,0,0,60,20,20,0,25,0,0,75,0,100,0,0,glide
5231,157,12.4,NA,2002-06-19,0,NA,NA,NA,0.86,NA,0,0,0,0,0,80,20,0,10,0,0,90,0,100,0,0,glide
5232,157,15.1,NA,2002-06-19,0,NA,NA,NA,0.58,NA,0,0,0,0,0,20,80,0,60,0,0,40,0,0,30,70,glide
5234,157,15.2,NA,2002-06-19,0,NA,NA,NA,0.68,NA,0,0,0,30,30,40,0,0,80,0,0,20,0,20,0,80,glide
5235,157,15.3,NA,2002-06-19,0,NA,NA,NA,0.8,NA,0,0,0,0,80,20,0,0,40,0,0,60,0,100,0,0,glide
5236,157,15.4,NA,2002-06-19,0,NA,NA,NA,0.86,NA,0,0,0,0,30,50,20,0,60,0,0,40,0,100,0,0,glide
5237,157,18.1,NA,2002-06-19,0,NA,NA,NA,0.34,NA,0,0,0,80,0,0,20,0,0,20,0,80,0,60,0,40,glide
5238,157,18.2,NA,2002-06-19,0,NA,NA,NA,0.6,NA,0,0,0,0,60,20,20,0,100,0,0,0,0,100,0,0,glide
5239,157,18.3,NA,2002-06-19,0,NA,NA,NA,0.66,NA,0,0,0,0,70,0,10,20,100,0,0,0,0,100,0,0,glide
5240,157,18.4,NA,2002-06-19,0,NA,NA,NA,0.76,NA,0,0,0,0,30,50,20,0,60,0,0,40,0,100,0,0,glide
5241,157,21.1,NA,2002-06-19,0,NA,NA,NA,0.22,NA,0,0,0,60,0,0,40,0,20,0,0,80,0,60,40,0,glide
5242,157,21.2,NA,2002-06-19,0,NA,NA,NA,0.42,NA,0,0,0,20,50,30,0,0,20,0,0,80,0,100,0,0,glide
5243,157,21.3,NA,2002-06-19,0,NA,NA,NA,0.46,NA,0,0,0,40,40,20,0,0,40,0,0,60,0,100,0,0,glide
5244,157,21.4,NA,2002-06-19,0,NA,NA,NA,0.58,NA,0,0,0,10,20,60,10,0,100,0,0,0,0,100,0,0,glide
5245,157,24.1,NA,2002-06-19,0,NA,NA,NA,0.24,NA,0,0,0,60,0,40,0,0,0,0,0,100,0,0,50,50,glide
5246,157,24.2,NA,2002-06-19,0,NA,NA,NA,0.39,NA,0,0,0,40,0,60,0,0,0,0,0,100,0,60,0,40,glide
5247,157,24.3,NA,2002-06-19,0,NA,NA,NA,0.43,NA,0,0,0,0,20,80,0,0,20,0,0,80,0,100,0,0,glide
5248,157,24.4,NA,2002-06-19,0,NA,NA,NA,0.52,NA,0,0,0,0,10,50,40,0,20,0,0,80,0,100,0,0,glide
5254,158,0.1,NA,2002-06-19,0,NA,NA,NA,0.038,NA,0,0,0,50,50,0,0,0,45,25,0,30,0,65,15,20,glide
5255,158,0.2,NA,2002-06-19,0,NA,NA,NA,0.52,NA,0,0,0,0,10,90,0,0,0,20,0,80,0,80,20,0,glide
5257,158,0.3,NA,2002-06-19,0,NA,NA,NA,0.64,NA,0,0,0,0,10,90,0,0,30,25,0,45,0,100,0,0,glide
5258,158,0.4,NA,2002-06-19,0,NA,NA,NA,0.72,NA,0,0,0,0,0,75,25,0,55,30,0,15,0,100,0,0,glide
5259,158,3.1,NA,2002-06-19,0,NA,NA,NA,0.06,NA,0,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,glide
5260,158,3.2,NA,2002-06-19,0,NA,NA,NA,0.2,NA,0,0,0,0,25,75,0,0,100,0,0,0,0,100,0,0,glide
5261,158,3.3,NA,2002-06-19,0,NA,NA,NA,0.34,NA,0,0,0,25,50,25,0,0,100,0,0,0,0,100,0,0,glide
5262,158,3.4,NA,2002-06-19,0,NA,NA,NA,0.42,NA,0,0,0,0,0,75,25,0,100,0,0,0,0,100,0,0,glide
5263,158,6.1,NA,2002-06-19,0,NA,NA,NA,0.07,NA,0,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
5264,158,6.2,NA,2002-06-19,0,NA,NA,NA,0.17,NA,0,0,0,0,0,90,10,0,100,0,0,0,0,100,0,0,glide
5265,158,6.3,NA,2002-06-19,0,NA,NA,NA,0.34,NA,0,0,0,0,0,75,25,0,100,0,0,0,0,100,0,0,glide
5266,158,6.4,NA,2002-06-19,0,NA,NA,NA,0.42,NA,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,glide
5267,158,9.1,NA,2002-06-19,0,NA,NA,NA,0.13,NA,0,0,0,40,0,60,0,0,90,0,0,10,0,90,10,0,glide
5268,158,9.2,NA,2002-06-19,0,NA,NA,NA,0.24,NA,0,0,0,0,10,90,0,0,100,0,0,0,0,100,0,0,glide
5269,158,9.3,NA,2002-06-19,0,NA,NA,NA,0.37,NA,0,0,0,0,0,50,50,0,80,10,0,10,0,100,0,0,glide
5270,158,9.4,NA,2002-06-19,0,NA,NA,NA,0.47,NA,0,0,0,0,0,75,25,0,90,10,0,0,0,100,0,0,glide
5271,158,12.1,NA,2002-06-19,0,NA,NA,NA,0.1,NA,0,0,0,0,90,10,0,0,90,0,0,10,0,100,0,0,glide
5272,158,12.2,NA,2002-06-19,0,NA,NA,NA,0.2,NA,0,0,0,0,25,50,25,0,100,0,0,0,0,100,0,0,glide
5273,158,12.3,NA,2002-06-19,0,NA,NA,NA,0.34,NA,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,glide
5274,158,12.4,NA,2002-06-19,0,NA,NA,NA,0.4,NA,0,0,0,0,25,75,0,NA,100,0,0,0,0,100,0,0,glide
5275,158,15.1,NA,2002-06-19,0,NA,NA,NA,0.14,NA,0,0,0,50,25,25,0,0,90,10,0,0,0,55,45,0,glide
5276,158,15.2,NA,2002-06-19,0,NA,NA,NA,0.32,NA,0,0,0,0,75,25,0,0,100,0,0,0,0,100,0,0,glide
5277,158,15.3,NA,2002-06-19,0,NA,NA,NA,0.42,NA,0,0,0,0,0,100,0,0,90,10,0,0,0,100,0,0,glide
5278,158,15.4,NA,2002-06-19,0,NA,NA,NA,0.5,NA,0,0,0,0,0,70,30,0,100,0,0,0,0,100,0,0,glide
5279,158,18.1,NA,2002-06-19,0,NA,NA,NA,0.1,NA,0,0,0,0,75,25,0,0,100,0,0,0,0,100,0,0,glide
5280,158,18.2,NA,2002-06-19,0,NA,NA,NA,0.12,NA,0,0,0,0,0,100,0,0,40,50,0,10,0,50,50,0,glide
5281,158,18.3,NA,2002-06-19,0,NA,NA,NA,0.34,NA,0,0,0,0,10,90,0,0,100,0,0,0,0,100,0,0,glide
5282,158,18.4,NA,2002-06-19,0,NA,NA,NA,0.48,NA,0,0,0,0,10,90,0,0,100,0,0,0,0,100,0,0,glide
5283,158,21.1,NA,2002-06-19,0,NA,NA,NA,0.08,NA,0,0,0,0,0,100,0,0,85,0,0,15,0,50,50,0,glide
5284,158,21.2,NA,2002-06-19,0,NA,NA,NA,0.24,NA,0,0,0,0,0,100,0,0,100,0,0,0,0,75,25,0,glide
5285,158,21.3,NA,2002-06-19,0,NA,NA,NA,0.4,NA,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,glide
5286,158,21.4,NA,2002-06-19,0,NA,NA,NA,0.51,NA,0,0,0,0,0,100,0,0,90,0,0,10,0,100,0,0,glide
5287,158,24.1,NA,2002-06-19,0,NA,NA,NA,0.12,NA,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
5288,158,24.2,NA,2002-06-19,0,NA,NA,NA,0.26,NA,0,0,0,0,0,90,10,0,100,0,0,0,0,100,0,0,glide
5289,158,24.3,NA,2002-06-19,0,NA,NA,NA,0.4,NA,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,glide
5290,158,24.4,NA,2002-06-19,0,NA,NA,NA,0.48,NA,0,0,0,0,0,80,20,0,80,10,0,10,0,100,0,0,glide
5292,159,0.1,NA,2002-06-19,0,NA,NA,NA,0.06,NA,0,0,0,0,30,70,0,0,60,15,0,25,0,90,10,0,glide
5293,159,0.2,NA,2002-06-19,0,NA,NA,NA,0.34,NA,0,0,0,0,30,70,0,0,75,0,0,25,0,100,0,0,glide
5294,159,0.3,NA,2002-06-19,0,NA,NA,NA,0.45,NA,0,0,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide
5295,159,0.4,NA,2002-06-19,0,NA,NA,NA,0.45,NA,0,0,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide
5296,159,3.1,NA,2002-06-19,0,NA,NA,NA,0.1,NA,0,0,0,10,70,20,0,0,5,15,0,80,0,70,30,0,glide
5297,159,3.2,NA,2002-06-19,0,NA,NA,NA,0.28,NA,0,0,0,0,60,40,0,0,10,10,0,80,0,100,0,0,glide
5298,159,3.3,NA,2002-06-19,0,NA,NA,NA,0.41,NA,0,0,0,0,50,50,0,0,60,0,0,40,0,100,0,0,glide
5299,159,3.4,NA,2002-06-19,0,NA,NA,NA,0.64,NA,0,0,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide
5300,159,6.1,NA,2002-06-19,0,NA,NA,NA,0.14,NA,0,0,0,0,80,20,0,0,25,0,0,75,0,90,10,0,glide
5301,159,6.2,NA,2002-06-19,0,NA,NA,NA,0.3,NA,0,0,0,0,60,40,0,0,30,0,0,70,0,100,0,0,glide
5302,159,6.3,NA,2002-06-19,0,NA,NA,NA,0.52,NA,0,0,0,0,50,50,0,0,90,0,0,10,0,100,0,0,glide
5303,159,6.4,NA,2002-06-19,0,NA,NA,NA,0.64,NA,0,0,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
5304,159,9.1,NA,2002-06-19,0,NA,NA,NA,0.46,NA,0,0,0,0,50,25,25,0,75,0,0,25,0,75,25,0,glide
5305,159,9.2,NA,2002-06-19,0,NA,NA,NA,0.65,NA,0,0,0,0,60,40,0,0,100,0,0,0,0,100,0,0,glide
5306,159,9.3,NA,2002-06-19,0,NA,NA,NA,0.74,NA,0,0,0,20,30,50,0,0,100,0,0,0,0,100,0,0,glide
5307,159,9.4,NA,2002-06-19,0,NA,NA,NA,0.82,NA,0,0,0,20,30,50,0,0,100,0,0,0,0,100,0,0,glide
5308,159,12.1,NA,2002-06-19,0,NA,NA,NA,0.3,NA,0,0,0,0,60,40,0,0,40,0,0,60,0,20,0,80,glide
5309,159,12.2,NA,2002-06-19,0,NA,NA,NA,0.58,NA,0,0,0,0,40,60,0,0,80,20,0,0,0,100,0,0,glide
5310,159,12.3,NA,2002-06-19,0,NA,NA,NA,0.74,NA,0,0,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
5311,159,12.4,NA,2002-06-19,0,NA,NA,NA,0.79,NA,0,0,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
5312,159,15.1,NA,2002-06-19,0,NA,NA,NA,0.24,NA,0,0,0,10,40,50,0,0,40,10,0,50,0,100,0,0,glide
5313,159,15.2,NA,2002-06-19,0,NA,NA,NA,0.63,NA,0,0,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide
5315,159,15.3,NA,2002-06-19,0,NA,NA,NA,0.76,NA,0,0,0,0,30,70,0,0,100,0,0,0,0,50,0,50,glide
5316,159,15.4,NA,2002-06-19,0,NA,NA,NA,0.8,NA,0,0,0,0,30,70,0,0,100,0,0,0,0,90,0,10,glide
5317,159,18.1,NA,2002-06-19,0,NA,NA,NA,0.3,NA,0,0,0,20,60,20,0,0,10,10,0,80,0,75,0,25,glide
5318,159,18.2,NA,2002-06-19,0,NA,NA,NA,0.5,NA,0,0,0,10,30,60,0,0,100,0,0,0,0,85,0,15,glide
5319,159,18.3,NA,2002-06-19,0,NA,NA,NA,0.64,NA,0,0,0,10,30,60,0,0,90,10,0,0,0,95,0,5,glide
5320,159,18.4,NA,2002-06-19,0,NA,NA,NA,0.7,NA,0,0,0,0,10,70,20,0,100,0,0,0,0,100,0,0,glide
5321,159,21.1,NA,2002-06-19,0,NA,NA,NA,0.24,NA,0,0,0,0,60,40,0,0,10,0,10,80,0,100,0,0,glide
5322,159,21.2,NA,2002-06-19,0,NA,NA,NA,0.4,NA,0,0,0,0,30,60,10,0,75,0,0,25,0,100,0,0,glide
5323,159,21.3,NA,2002-06-19,0,NA,NA,NA,0.6,NA,0,0,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide
5324,159,21.4,NA,2002-06-19,0,NA,NA,NA,0.72,NA,0,0,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide
5325,159,24.1,NA,2002-06-19,0,NA,NA,NA,0.32,NA,0,0,0,10,70,20,0,0,30,0,0,70,0,90,10,0,glide
5326,159,24.2,NA,2002-06-19,0,NA,NA,NA,0.48,NA,0,0,0,0,30,70,0,0,20,0,0,80,0,100,0,0,glide
5327,159,24.3,NA,2002-06-19,0,NA,NA,NA,0.52,NA,0,0,0,0,70,30,0,0,85,0,0,15,0,100,0,0,glide
5328,159,24.4,NA,2002-06-19,0,NA,NA,NA,0.58,NA,0,0,0,5,15,80,0,0,100,0,0,0,0,100,0,0,glide
5330,160,0.1,NA,2002-06-19,0,NA,NA,NA,0.4,NA,0.9,10,0,30,15,40,15,0,65,10,0,15,10,30,50,20,riffle
5331,160,0.2,NA,2002-06-19,0,NA,NA,NA,0.74,NA,1.5,15,0,40,30,15,15,0,90,10,0,0,0,90,10,0,riffle
5332,160,0.3,NA,2002-06-19,0,NA,NA,NA,0.62,NA,2.2,15,0,30,30,20,20,0,100,0,0,0,0,100,0,0,riffle
5333,160,0.4,NA,2002-06-19,0,NA,NA,NA,0.5,NA,2.5,15,0,10,50,20,20,0,100,0,0,0,0,100,0,0,riffle
5334,160,3.1,NA,2002-06-19,0,NA,NA,NA,0.52,NA,0,10,0,50,30,20,0,0,80,10,0,10,0,70,30,0,riffle
5335,160,3.2,NA,2002-06-19,0,NA,NA,NA,0.64,NA,1.7,15,0,20,70,10,0,0,80,20,0,0,0,100,0,0,riffle
5336,160,3.3,NA,2002-06-19,0,NA,NA,NA,0.75,NA,2,15,0,10,80,10,0,0,100,0,0,0,0,100,0,0,riffle
5337,160,3.4,NA,2002-06-19,0,NA,NA,NA,0.68,NA,1.9,15,0,10,60,20,10,0,100,0,0,0,0,100,0,0,riffle
5338,160,6.1,NA,2002-06-19,0,NA,NA,NA,0.38,NA,0.8,15,0,10,80,10,0,0,90,0,0,10,0,70,10,20,riffle
5339,160,6.2,NA,2002-06-19,0,NA,NA,NA,0.48,NA,1.3,15,0,0,70,30,0,0,100,0,0,0,0,90,0,10,riffle
5340,160,6.3,434,2002-06-19,1,steelhead trout (wild),120,0.050000001,0.8,1.2,1.5,15,0,20,60,20,0,0,100,0,0,0,0,90,0,10,riffle
5341,160,6.4,NA,2002-06-19,0,NA,NA,NA,0.7,NA,1.8,15,0,10,70,20,0,0,100,0,0,0,0,100,0,0,riffle
5342,160,9.1,NA,2002-06-19,0,NA,NA,NA,0.38,NA,0.7,10,0,40,40,20,0,0,90,10,0,0,0,70,20,10,riffle
5343,160,9.2,NA,2002-06-19,0,NA,NA,NA,0.48,NA,1.5,15,0,20,30,40,10,0,100,0,0,0,0,90,0,10,riffle
5344,160,9.3,435,2002-06-19,1,steelhead trout (wild),100,0.1,0.56,1.5,1.8,15,0,10,50,40,0,0,100,0,0,0,0,90,0,10,riffle
5345,160,9.4,NA,2002-06-19,0,NA,NA,NA,0.7,NA,2.2,15,0,0,50,50,0,0,100,0,0,0,0,100,0,0,riffle
5346,160,12.1,NA,2002-06-19,0,NA,NA,NA,0.22,NA,0,0,0,40,40,20,0,0,30,70,0,0,0,20,0,80,riffle
5347,160,12.2,NA,2002-06-19,0,NA,NA,NA,0.74,NA,1.2,0,0,30,40,30,0,0,40,60,0,0,0,40,0,60,riffle
5348,160,12.3,NA,2002-06-19,0,NA,NA,NA,0.86,NA,1.75,10,0,10,20,50,20,0,100,0,0,0,0,60,0,40,riffle
5349,160,12.4,NA,2002-06-19,0,NA,NA,NA,0.86,NA,1.95,15,0,0,50,25,25,0,100,0,0,0,0,100,0,0,riffle
5350,160,15.1,NA,2002-06-19,0,NA,NA,NA,0.32,NA,0.6,10,50,50,0,0,0,0,60,40,0,0,0,0,40,60,riffle
5351,160,15.2,NA,2002-06-19,0,NA,NA,NA,0.74,NA,1.5,10,0,30,60,10,0,0,90,10,0,0,0,20,20,60,riffle
5352,160,15.3,NA,2002-06-19,0,NA,NA,NA,0.66,NA,2.1,15,0,10,60,15,15,0,100,0,0,0,0,20,30,50,riffle
